ID,GENDER,EMPLOYMENT STATUS,SECTOR,MARITAL STATUS,CREDIT SCORE,SCOREGRADE,CRR,CURRENCY,PRINCIPAL_DISBURSED,EMI,OD_DAYS,PRUDENTIAL_CLASSIFICATION,RISK_GRADE,OD_AMOUNT,LOAN_STATUS
91466,MALE,EMPLOYED,BUSINESS SERVICES,MARRIED,631,HH,A5,KES,"121,000.00","21,307.21",0,NORMAL,A1-A6,0,CURRENT
91467,MALE,EMPLOYED,MANUFACTURING & PROCESSING,SINGLE,695,DD,A5,KES,"17,000.00","5,844.60",0,NORMAL,A1-A6,0,CURRENT
91468,MALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,700,DD,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91479,0,EMPLOYED,INDIVIDUALS,MARRIED,673,FF,A5,KES,"73,000.00","15,303.88",0,NORMAL,A1-A6,0,CURRENT
91480,FEMALE,EMPLOYED,GOVERNMENT,SINGLE,602,II,A5,KES,"20,000.00","6,876.00",0,NORMAL,A1-A6,0,CURRENT
91483,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,512,JJ,A5,KES,"70,000.00","8,415.43",0,NORMAL,A1-A6,0,CURRENT
91487,MALE,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,608,II,A5,KES,"8,000.00","2,750.40",0,NORMAL,A1-A6,0,CURRENT
91490,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,603,II,A5,KES,"53,000.00","9,332.91",0,NORMAL,A1-A6,0,CURRENT
91493,FEMALE,EMPLOYED,ELECTRICITY & WATER,MARRIED,615,II,A5,KES,"22,000.00","7,563.60",0,NORMAL,A1-A6,0,CURRENT
91496,0,EMPLOYED,BUSINESS SERVICES,MARRIED,665,FF,A5,KES,"100,000.00","20,964.22",0,NORMAL,A1-A6,0,CURRENT
91499,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,571,JJ,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91500,FEMALE,EMPLOYED,FINANCE & INSURANCE,MARRIED,612,II,A5,KES,"14,000.00","4,813.20",0,NORMAL,A1-A6,0,CURRENT
91502,0,EMPLOYED,GOVERNMENT,MARRIED,642,GG,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91503,0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,611,II,A5,KES,"85,000.00","14,967.87",0,NORMAL,A1-A6,0,CURRENT
91505,FEMALE,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",OTHER,738,BB,A5,KES,"40,000.00","13,752.01",0,NORMAL,A1-A6,0,CURRENT
91510,0,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,647,GG,A5,KES,"7,000.00","2,406.60",0,NORMAL,A1-A6,0,CURRENT
91514,0,EMPLOYED,MANUFACTURING & PROCESSING,OTHER,#N/A,#N/A,A5,KES,"25,000.00","8,595.00",0,NORMAL,A1-A6,0,CURRENT
91518,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,634,HH,A5,KES,"84,000.00","14,791.78",0,NORMAL,A1-A6,0,CURRENT
91519,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,544,JJ,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91529,MALE,EMPLOYED,TOURISM & HOSPITALITY,MARRIED,574,JJ,A5,KES,"4,000.00","1,375.20",0,NORMAL,A1-A6,0,CURRENT
91538,0,EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,688,EE,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91540,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,655,GG,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91544,0,SELF-EMPLOYED,INDIVIDUALS,SINGLE,631,HH,A5,KES,"110,000.00","19,370.19",0,NORMAL,A1-A6,0,CURRENT
91546,FEMALE,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,574,JJ,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91550,0,0,INDIVIDUALS,MARRIED,578,JJ,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91552,0,EMPLOYED,BUSINESS SERVICES,MARRIED,624,HH,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
91554,0,SELF-EMPLOYED,AGRICULTURE,MARRIED,667,FF,A5,KES,"167,000.00","29,407.47",0,NORMAL,A1-A6,0,CURRENT
91557,FEMALE,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,590,II,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91558,FEMALE,EMPLOYED,NON PROFIT INSTITUTIONS,OTHER,611,II,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91566,FEMALE,SELF-EMPLOYED,AGRICULTURE,SINGLE,587,II,A5,KES,"7,000.00","2,406.60",0,NORMAL,A1-A6,0,CURRENT
91568,0,SELF-EMPLOYED,PROFESSIONAL SERVICES,SINGLE,648,GG,A5,KES,"20,000.00","6,876.00",0,NORMAL,A1-A6,0,CURRENT
91573,MALE,EMPLOYED,PETROLEUM & NATURAL GAS,MARRIED,658,GG,A5,KES,"2,500.00",859.5,0,NORMAL,A1-A6,0,CURRENT
91581,0,EMPLOYED,PROFESSIONAL SERVICES,MARRIED,675,FF,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
91588,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,653,GG,A5,KES,"300,000.00","52,827.79",0,NORMAL,A1-A6,0,CURRENT
91590,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,704,DD,A5,KES,"300,000.00","52,827.79",0,NORMAL,A1-A6,0,CURRENT
91591,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,634,HH,A5,KES,"300,000.00","52,827.79",0,NORMAL,A1-A6,0,CURRENT
91598,FEMALE,0,INDIVIDUALS,0,654,GG,A5,KES,"109,000.00","19,194.10",0,NORMAL,A1-A6,0,CURRENT
91599,0,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,594,II,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91602,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,612,II,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
91604,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,644,GG,A5,KES,"19,000.00","6,532.20",0,NORMAL,A1-A6,0,CURRENT
91605,0,SELF-EMPLOYED,AGRICULTURE,MARRIED,577,JJ,A5,KES,"300,000.00","52,827.79",0,NORMAL,A1-A6,0,CURRENT
91606,0,EMPLOYED,TOURISM & HOSPITALITY,MARRIED,603,II,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91608,MALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,557,JJ,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91609,0,SELF-EMPLOYED,PROFESSIONAL SERVICES,MARRIED,579,JJ,A5,KES,"13,000.00","4,469.40",0,NORMAL,A1-A6,0,CURRENT
91611,FEMALE,EMPLOYED,INDIVIDUALS,SINGLE,726,CC,A6,KES,"430,000.00","39,696.89",0,NORMAL,A1-A6,0,CURRENT
91612,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,637,HH,A5,KES,"14,000.00","4,813.20",0,NORMAL,A1-A6,0,CURRENT
91613,0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,573,JJ,A5,KES,"4,000.00","1,375.20",0,NORMAL,A1-A6,0,CURRENT
91621,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,706,DD,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
91622,MALE,EMPLOYED,MANUFACTURING & PROCESSING,0,627,HH,A5,KES,"4,000.00","1,375.20",0,NORMAL,A1-A6,0,CURRENT
91624,MALE,EMPLOYED,BUSINESS SERVICES,0,661,FF,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91627,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,621,HH,A5,KES,"53,000.00","9,332.91",0,NORMAL,A1-A6,0,CURRENT
91633,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,570,JJ,A5,KES,"10,000.00","3,438.00",0,NORMAL,A1-A6,0,CURRENT
91634,0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,602,II,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91638,MALE,EMPLOYED,MANUFACTURING & PROCESSING,SINGLE,768,AA,A5,KES,"171,000.00","30,111.84",0,NORMAL,A1-A6,0,CURRENT
91643,MALE,EMPLOYED,AGRICULTURE,SINGLE,654,GG,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
91646,0,EMPLOYED,BUSINESS SERVICES,MARRIED,495,JJ,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
91650,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,714,CC,A5,KES,"20,000.00","6,876.00",0,NORMAL,A1-A6,0,CURRENT
91657,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,630,HH,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
91662,MALE,EMPLOYED,MANUFACTURING & PROCESSING,0,687,EE,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91669,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,601,II,A5,KES,"7,000.00","2,406.60",0,NORMAL,A1-A6,0,CURRENT
91670,0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,566,JJ,A5,KES,"21,000.00","7,219.80",0,NORMAL,A1-A6,0,CURRENT
91672,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,616,II,A5,KES,"41,000.00","14,095.80",0,NORMAL,A1-A6,0,CURRENT
91675,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,618,HH,A5,KES,"124,000.00","21,835.49",0,NORMAL,A1-A6,0,CURRENT
91686,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,627,HH,A5,KES,"14,000.00","4,813.20",0,NORMAL,A1-A6,0,CURRENT
91687,0,EMPLOYED,FINANCE & INSURANCE,SINGLE,674,FF,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91691,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,561,JJ,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
91694,FEMALE,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,635,HH,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
91695,MALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,578,JJ,A5,KES,"12,000.00","4,125.60",0,NORMAL,A1-A6,0,CURRENT
91697,MALE,EMPLOYED,MANUFACTURING & PROCESSING,SINGLE,647,GG,A5,KES,"12,000.00","4,125.60",0,NORMAL,A1-A6,0,CURRENT
91710,MALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,672,FF,A5,KES,"7,000.00","2,406.60",0,NORMAL,A1-A6,0,CURRENT
91711,0,EMPLOYED,BUSINESS SERVICES,MARRIED,520,JJ,A5,KES,"7,000.00","2,406.60",0,NORMAL,A1-A6,0,CURRENT
91714,MALE,0,INDIVIDUALS,0,698,DD,A3,KES,"70,000.00","24,066.01",0,NORMAL,A1-A6,0,CURRENT
91721,FEMALE,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,734,BB,A5,KES,"60,000.00","10,565.56",0,NORMAL,A1-A6,0,CURRENT
91728,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,693,DD,A5,KES,"4,000.00","1,375.20",0,NORMAL,A1-A6,0,CURRENT
91729,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,659,GG,A5,KES,"80,000.00","14,087.41",0,NORMAL,A1-A6,0,CURRENT
91731,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,657,GG,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
91739,0,EMPLOYED,MANUFACTURING & PROCESSING,OTHER,622,HH,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91740,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,609,II,A5,KES,"57,000.00","10,037.28",0,NORMAL,A1-A6,0,CURRENT
91746,FEMALE,EMPLOYED,FINANCE & INSURANCE,SINGLE,576,JJ,A5,KES,"7,000.00","2,406.60",0,NORMAL,A1-A6,0,CURRENT
91748,FEMALE,EMPLOYED,AGRICULTURE,MARRIED,724,CC,A5,KES,"64,000.00","11,269.93",0,NORMAL,A1-A6,0,CURRENT
91750,0,EMPLOYED,FINANCE & INSURANCE,MARRIED,725,CC,A5,KES,"30,000.00","10,314.01",0,NORMAL,A1-A6,0,CURRENT
91751,MALE,EMPLOYED,BUSINESS SERVICES,SINGLE,601,II,A5,KES,"40,000.00","13,752.00",0,NORMAL,A1-A6,0,CURRENT
91752,0,0,INDIVIDUALS,0,749,BB,A5,KES,"500,000.00","60,110.25",0,NORMAL,A1-A6,0,CURRENT
91754,FEMALE,0,INDIVIDUALS,0,639,GG,A5,KES,"78,000.00","9,377.20",0,NORMAL,A1-A6,0,CURRENT
91759,0,0,INDIVIDUALS,0,630,HH,A5,KES,"120,000.00","31,199.38",0,NORMAL,A1-A6,0,CURRENT
91764,MALE,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,638,HH,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91765,FEMALE,SELF-EMPLOYED,AGRICULTURE,MARRIED,615,II,A5,KES,"78,000.00","13,735.22",0,NORMAL,A1-A6,0,CURRENT
91782,FEMALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,566,JJ,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91783,0,EMPLOYED,FINANCE & INSURANCE,MARRIED,611,II,A5,KES,"51,000.00","8,980.72",0,NORMAL,A1-A6,0,CURRENT
91785,0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,760,AA,A5,KES,"168,000.00","20,197.04",0,NORMAL,A1-A6,0,CURRENT
91790,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,596,II,A5,KES,"51,000.00","8,980.72",0,NORMAL,A1-A6,0,CURRENT
91793,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,593,II,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91795,MALE,0,INDIVIDUALS,0,647,GG,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
91796,MALE,EMPLOYED,BUSINESS SERVICES,SINGLE,695,DD,A5,KES,"15,000.00","5,157.00",0,NORMAL,A1-A6,0,CURRENT
91797,#N/A,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,738,BB,A5,KES,"10,000.00","3,438.00",0,NORMAL,A1-A6,0,CURRENT
91800,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,666,FF,A5,KES,"9,000.00","3,094.20",0,NORMAL,A1-A6,0,CURRENT
91815,0,SELF-EMPLOYED,AGRICULTURE,SINGLE,687,EE,A5,KES,"198,000.00","68,072.42",0,NORMAL,A1-A6,0,CURRENT
91817,0,EMPLOYED,BUSINESS SERVICES,SINGLE,0,YY,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91821,0,0,INDIVIDUALS,0,641,GG,A5,KES,"53,000.00","9,332.91",0,NORMAL,A1-A6,0,CURRENT
91822,FEMALE,EMPLOYED,INDIVIDUALS,MARRIED,721,CC,A5,KES,"539,000.00","58,777.87",0,NORMAL,A1-A6,0,CURRENT
91828,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,527,JJ,A5,KES,"4,000.00","1,375.20",0,NORMAL,A1-A6,0,CURRENT
91832,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,625,HH,A5,KES,"91,000.00","10,940.06",0,NORMAL,A1-A6,0,CURRENT
91843,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,629,HH,A5,KES,"41,000.00","14,095.80",0,NORMAL,A1-A6,0,CURRENT
91845,MALE,EMPLOYED,MANUFACTURING & PROCESSING,SINGLE,757,AA,A5,KES,"51,000.00","8,980.72",0,NORMAL,A1-A6,0,CURRENT
91847,0,SELF-EMPLOYED,PROFESSIONAL SERVICES,MARRIED,616,II,A5,KES,"69,000.00","12,150.39",0,NORMAL,A1-A6,0,CURRENT
91849,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,0,727,CC,A5,KES,"58,000.00","12,159.25",0,NORMAL,A1-A6,0,CURRENT
91853,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,538,JJ,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
91856,FEMALE,EMPLOYED,TOURISM & HOSPITALITY,MARRIED,663,FF,A5,KES,"14,000.00","4,813.20",0,NORMAL,A1-A6,0,CURRENT
91857,0,0,INDIVIDUALS,0,654,GG,A5,KES,"88,000.00","10,579.40",0,NORMAL,A1-A6,0,CURRENT
91861,FEMALE,EMPLOYED,FINANCE & INSURANCE,SINGLE,721,CC,A5,KES,"500,000.00","60,110.25",0,NORMAL,A1-A6,0,CURRENT
91869,0,SELF-EMPLOYED,INDIVIDUALS,MARRIED,642,GG,A5,KES,"8,000.00","2,750.40",0,NORMAL,A1-A6,0,CURRENT
91870,FEMALE,0,INDIVIDUALS,0,585,II,A4,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91873,FEMALE,SELF-EMPLOYED,AGRICULTURE,MARRIED,620,HH,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
91876,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,678,EE,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91877,MALE,EMPLOYED,BUSINESS SERVICES,SINGLE,583,JJ,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
91887,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,671,FF,A5,KES,"4,000.00","1,375.20",0,NORMAL,A1-A6,0,CURRENT
91888,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,617,HH,A5,KES,"68,000.00","11,974.30",0,NORMAL,A1-A6,0,CURRENT
91889,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,670,FF,A5,KES,"450,000.00","79,241.68",0,NORMAL,A1-A6,0,CURRENT
91891,0,EMPLOYED,FINANCE & INSURANCE,SINGLE,641,GG,A5,KES,"61,000.00","12,788.17",0,NORMAL,A1-A6,0,CURRENT
91896,FEMALE,SELF-EMPLOYED,AGRICULTURE,MARRIED,649,GG,A5,KES,"141,000.00","24,829.06",0,NORMAL,A1-A6,0,CURRENT
91898,MALE,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,633,HH,A5,KES,"9,000.00","3,094.20",0,NORMAL,A1-A6,0,CURRENT
91900,MALE,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,716,CC,A5,KES,"40,000.00","13,752.00",0,NORMAL,A1-A6,0,CURRENT
91905,0,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,636,HH,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91915,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,576,JJ,A5,KES,"135,000.00","23,772.50",0,NORMAL,A1-A6,0,CURRENT
91917,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,586,II,A5,KES,"244,000.00","29,333.80",0,NORMAL,A1-A6,0,CURRENT
91922,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,651,GG,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91924,FEMALE,0,INDIVIDUALS,0,755,AA,A5,KES,"48,000.00","16,502.41",0,NORMAL,A1-A6,0,CURRENT
91926,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,672,FF,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91927,0,SELF-EMPLOYED,INDIVIDUALS,MARRIED,555,JJ,A5,KES,"60,000.00","10,565.56",0,NORMAL,A1-A6,0,CURRENT
91933,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,603,II,A5,KES,"51,000.00","17,533.81",0,NORMAL,A1-A6,0,CURRENT
91935,FEMALE,0,INDIVIDUALS,0,745,BB,A3,KES,"16,000.00","5,500.80",0,NORMAL,A1-A6,0,CURRENT
91940,MALE,EMPLOYED,BUSINESS SERVICES,SINGLE,642,GG,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
91942,0,SELF-EMPLOYED,BUSINESS SERVICES,0,660,FF,A5,KES,"1,000,000.00","92,318.35",0,NORMAL,A1-A6,0,CURRENT
91945,FEMALE,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,731,BB,A5,KES,"90,000.00","15,848.34",0,NORMAL,A1-A6,0,CURRENT
91951,0,EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,567,JJ,A5,KES,"5,000.00","1,719.00",0,NORMAL,A1-A6,0,CURRENT
91954,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,681,EE,A5,KES,"10,000.00","3,438.00",0,NORMAL,A1-A6,0,CURRENT
91957,0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,OTHER,647,GG,A5,KES,"85,000.00","14,967.87",0,NORMAL,A1-A6,0,CURRENT
91961,MALE,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,723,CC,A5,KES,"155,000.00","40,299.20",0,NORMAL,A1-A6,0,CURRENT
91967,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,619,HH,A5,KES,"8,000.00","2,750.40",0,NORMAL,A1-A6,0,CURRENT
91976,0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,561,JJ,A5,KES,"8,000.00","2,750.40",0,NORMAL,A1-A6,0,CURRENT
91981,0,0,INDIVIDUALS,0,633,HH,A5,KES,"115,000.00","20,250.65",0,NORMAL,A1-A6,0,CURRENT
91983,0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,764,AA,A5,KES,"78,000.00","9,377.20",0,NORMAL,A1-A6,0,CURRENT
91985,MALE,EMPLOYED,PROFESSIONAL SERVICES,SINGLE,574,JJ,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
91997,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,637,HH,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
92000,0,EMPLOYED,BUSINESS SERVICES,SINGLE,675,FF,A5,KES,"28,000.00","9,626.40",0,NORMAL,A1-A6,0,CURRENT
92001,0,EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,717,CC,A5,KES,"127,000.00","22,363.76",0,NORMAL,A1-A6,0,CURRENT
92003,0,EMPLOYED,INDIVIDUALS,MARRIED,665,FF,A5,KES,"15,000.00","5,157.00",0,NORMAL,A1-A6,0,CURRENT
92005,0,EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,628,HH,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
92007,MALE,EMPLOYED,FINANCE & INSURANCE,0,660,FF,A5,KES,"54,000.00","18,565.21",0,NORMAL,A1-A6,0,CURRENT
92015,0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,569,JJ,A5,KES,"6,000.00","2,062.80",0,NORMAL,A1-A6,0,CURRENT
92018,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,662,FF,A5,KES,"71,000.00","12,502.58",0,NORMAL,A1-A6,0,CURRENT
92019,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,0,622,HH,A5,KES,"160,000.00","28,174.82",0,NORMAL,A1-A6,0,CURRENT
92022,MALE,RETIRED,INDIVIDUALS,MARRIED,582,JJ,A5,KES,"27,000.00","9,282.60",0,NORMAL,A1-A6,0,CURRENT
92023,0,SELF-EMPLOYED,INDIVIDUALS,SINGLE,610,II,A5,KES,"300,000.00","52,827.79",0,NORMAL,A1-A6,0,CURRENT
92024,MALE,RETIRED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,823,AA,A5,KES,"136,000.00","23,948.60",0,NORMAL,A1-A6,0,CURRENT
92025,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,677,EE,A5,KES,"300,000.00","77,998.45",0,NORMAL,A1-A6,0,CURRENT
92031,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,779,AA,A5,KES,"83,000.00","28,535.41",0,NORMAL,A1-A6,0,CURRENT
92036,FEMALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,570,JJ,A5,KES,"4,000.00","1,375.20",0,NORMAL,A1-A6,0,CURRENT
92038,0,EMPLOYED,BUSINESS SERVICES,MARRIED,614,II,A5,KES,"52,000.00","9,156.82",0,NORMAL,A1-A6,0,CURRENT
92040,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,617,HH,A5,KES,"268,000.00","47,192.82",0,NORMAL,A1-A6,0,CURRENT
92043,FEMALE,EMPLOYED,INDIVIDUALS,SINGLE,620,HH,A5,KES,"27,000.00","9,282.60",0,NORMAL,A1-A6,0,CURRENT
92047,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,0,651,GG,A5,KES,"2,000.00",687.6,0,NORMAL,A1-A6,0,CURRENT
92050,FEMALE,0,INDIVIDUALS,0,670,FF,A5,KES,"71,000.00","12,502.58",0,NORMAL,A1-A6,0,CURRENT
92051,0,EMPLOYED,BUSINESS SERVICES,MARRIED,655,GG,A5,KES,"8,000.00","2,750.40",0,NORMAL,A1-A6,0,CURRENT
92055,FEMALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,721,CC,A5,KES,"11,000.00","3,781.80",0,NORMAL,A1-A6,0,CURRENT
92060,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,658,GG,A5,KES,"3,000.00","1,031.40",0,NORMAL,A1-A6,0,CURRENT
92063,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,651,GG,A5,KES,"83,000.00","9,978.30",0,NORMAL,A1-A6,0,CURRENT
92064,0,EMPLOYED,BUSINESS SERVICES,SINGLE,577,JJ,A5,KES,"10,000.00","3,438.00",0,NORMAL,A1-A6,0,CURRENT
